Latitude,Longitude,Crop,Harvest year,Fertilization CT ,N input,Yield of CT,Sowing month,Harvesting month,P,E,PB,Tave,ST
45.37,-75.72,maize,2014,Yes,Yes,13228.0,5,10,592.3,445.121,147.179,16.13333,Clay loam
45.37,-75.72,maize,2015,Yes,Yes,12589.0,5,10,477.7,486.264,-8.564,16.55,Clay loam
45.37,-75.72,soybean,2001,No,No,1548.0,6,10,371.9,383.272,-11.372,17.16,Clay loam
45.37,-75.72,soybean,2002,No,No,3731.0,6,10,422.5,397.046,25.454,16.66,Clay loam
45.37,-75.72,soybean,2003,No,No,2741.0,6,10,442.3,383.608,58.692,16.72,Clay loam
45.37,-75.72,soybean,2004,No,No,2221.0,6,10,425.8,363.247,62.553,16.14,Clay loam
45.37,-75.72,soybean,2005,No,No,2893.0,6,10,473.3,402.775,70.525,18.16,Clay loam
45.37,-75.72,soybean,2006,No,No,1244.0,6,10,566.4,365.463,200.937,16.22,Clay loam
45.37,-75.72,soybean,2007,No,No,4099.0,6,10,417.7,396.106,21.594,17.02,Clay loam
45.37,-75.72,soybean,2008,No,No,3782.0,6,10,442.5,359.319,83.181,16.22,Clay loam
45.37,-75.72,soybean,2009,No,No,3768.0,6,10,481.1,350.989,130.111,15.44,Clay loam
45.37,-75.72,soybean,2010,No,No,2475.0,6,10,551.1,357.224,193.876,16.72,Clay loam
45.37,-75.72,soybean,2011,No,No,3629.0,6,10,367.7,390.363,-22.663,17.68,Clay loam
45.37,-75.72,soybean,2012,No,No,2157.0,6,10,348.3,387.727,-39.427,17.36,Clay loam
45.37,-75.72,soybean,2013,No,No,2665.0,6,10,442.8,362.281,80.519,16.34,Clay loam
45.37,-75.72,soybean,2014,No,No,3147.0,6,10,496.8,353.734,143.066,16.58,Clay loam
45.37,-75.72,soybean,2015,No,No,2424.0,6,10,415.4,382.778,32.622,16.7,Clay loam
45.37,-75.72,soybean,2001,No,No,1396.0,6,10,371.9,383.272,-11.372,17.16,Clay loam
45.37,-75.72,soybean,2002,No,No,3388.0,6,10,422.5,397.046,25.454,16.66,Clay loam
45.37,-75.72,soybean,2003,No,No,2792.0,6,10,442.3,383.608,58.692,16.72,Clay loam
45.37,-75.72,soybean,2004,No,No,2500.0,6,10,425.8,363.247,62.553,16.14,Clay loam
45.37,-75.72,soybean,2005,No,No,2970.0,6,10,473.3,402.775,70.525,18.16,Clay loam
45.37,-75.72,soybean,2006,No,No,1244.0,6,10,566.4,365.463,200.937,16.22,Clay loam
45.37,-75.72,soybean,2007,No,No,3820.0,6,10,417.7,396.106,21.594,17.02,Clay loam
45.37,-75.72,soybean,2008,No,No,4480.0,6,10,442.5,359.319,83.181,16.22,Clay loam
45.37,-75.72,soybean,2009,No,No,4226.0,6,10,481.1,350.989,130.111,15.44,Clay loam
45.37,-75.72,soybean,2010,No,No,2779.0,6,10,551.1,357.224,193.876,16.72,Clay loam
45.37,-75.72,soybean,2011,No,No,3515.0,6,10,367.7,390.363,-22.663,17.68,Clay loam
45.37,-75.72,soybean,2012,No,No,2437.0,6,10,348.3,387.727,-39.427,17.36,Clay loam
45.37,-75.72,soybean,2013,No,No,3249.0,6,10,442.8,362.281,80.519,16.34,Clay loam
45.37,-75.72,soybean,2014,No,No,3249.0,6,10,496.8,353.734,143.066,16.58,Clay loam
45.37,-75.72,soybean,2015,No,No,2881.0,6,10,415.4,382.778,32.622,16.7,Clay loam
45.37,-75.72,soybean,2001,No,No,1409.0,6,10,371.9,383.272,-11.372,17.16,Clay loam
45.37,-75.72,soybean,2002,No,No,3959.0,6,10,422.5,397.046,25.454,16.66,Clay loam
45.37,-75.72,soybean,2003,No,No,2919.0,6,10,442.3,383.608,58.692,16.72,Clay loam
45.37,-75.72,soybean,2004,No,No,2335.0,6,10,425.8,363.247,62.553,16.14,Clay loam
45.37,-75.72,soybean,2005,No,No,3135.0,6,10,473.3,402.775,70.525,18.16,Clay loam
45.37,-75.72,soybean,2006,No,No,1256.0,6,10,566.4,365.463,200.937,16.22,Clay loam
45.37,-75.72,soybean,2007,No,No,3756.0,6,10,417.7,396.106,21.594,17.02,Clay loam
45.37,-75.72,soybean,2008,No,No,4454.0,6,10,442.5,359.319,83.181,16.22,Clay loam
45.37,-75.72,soybean,2009,No,No,3972.0,6,10,481.1,350.989,130.111,15.44,Clay loam
45.37,-75.72,soybean,2010,No,No,2868.0,6,10,551.1,357.224,193.876,16.72,Clay loam
45.37,-75.72,soybean,2011,No,No,4010.0,6,10,367.7,390.363,-22.663,17.68,Clay loam
45.37,-75.72,soybean,2012,No,No,2335.0,6,10,348.3,387.727,-39.427,17.36,Clay loam
45.37,-75.72,soybean,2013,No,No,2893.0,6,10,442.8,362.281,80.519,16.34,Clay loam
45.37,-75.72,soybean,2014,No,No,2250.0,6,10,496.8,353.734,143.066,16.58,Clay loam
45.37,-75.72,soybean,2015,No,No,2843.0,6,10,415.4,382.778,32.622,16.7,Clay loam
45.37,-75.72,wheat.spring,2001,Yes,Yes,2487.0,5,8,423.9999924,357.7056422,66.294,16.94999981,Clay loam
45.37,-75.72,wheat.spring,2002,Yes,Yes,4992.0,5,8,253.6999931,391.5445489,-137.845,18.75,Clay loam
45.37,-75.72,wheat.spring,2003,Yes,Yes,3127.0,5,8,377.8999863,398.3515041,-20.452,17.55000019,Clay loam
45.37,-75.72,wheat.spring,2004,Yes,Yes,1688.0,5,8,366.4000015,393.3758242,-26.976,18.12499976,Clay loam
45.37,-75.72,wheat.spring,2005,Yes,Yes,1457.0,5,8,318.9999924,373.2172506,-54.217,17.2249999,Clay loam
45.37,-75.72,wheat.spring,2006,Yes,Yes,977.0,5,8,313.1000061,412.8973724,-99.797,18.87500024,Clay loam
45.37,-75.72,wheat.spring,2007,Yes,Yes,2576.0,5,8,400.5,387.3700328,13.13,18.50000048,Clay loam
45.37,-75.72,wheat.spring,2008,Yes,Yes,2043.0,5,8,338.4000015,407.8363656,-69.436,17.85000014,Clay loam
45.37,-75.72,wheat.spring,2009,Yes,Yes,604.0,5,8,360.8000031,377.4359932,-16.636,17.39999986,Clay loam
45.37,-75.72,wheat.spring,2010,Yes,Yes,906.0,5,8,404.3000031,358.5875094,45.712,17.02500033,Clay loam
45.37,-75.72,wheat.spring,2011,Yes,Yes,1794.0,5,8,358.1000023,395.698246,-37.598,18.92499971,Clay loam
45.37,-75.72,wheat.spring,2012,Yes,Yes,1155.0,5,8,318.7999992,388.6339109,-69.834,18.85000014,Clay loam
45.37,-75.72,wheat.spring,2013,Yes,Yes,1919.0,5,8,221.0,423.6918213,-202.692,19.45000029,Clay loam
45.37,-75.72,wheat.spring,2014,Yes,Yes,1492.0,5,8,358.9000015,388.2624807,-29.362,18.0999999,Clay loam
45.37,-75.72,wheat.spring,2015,Yes,Yes,409.0,5,8,437.3000031,373.7275272,63.572,17.92500019,Clay loam
45.37,-75.72,wheat.spring,2001,Yes,Yes,3749.0,5,8,320.8999977,403.6716999,-82.772,18.47500014,Clay loam
45.37,-75.72,wheat.spring,2002,Yes,Yes,6556.0,5,8,253.6999931,391.5445489,-137.845,18.75,Clay loam
45.37,-75.72,wheat.spring,2003,Yes,Yes,3873.0,5,8,377.8999863,398.3515041,-20.452,17.55000019,Clay loam
45.37,-75.72,wheat.spring,2004,Yes,Yes,2843.0,5,8,366.4000015,393.3758242,-26.976,18.12499976,Clay loam
45.37,-75.72,wheat.spring,2005,Yes,Yes,3322.0,5,8,318.9999924,373.2172506,-54.217,17.2249999,Clay loam
45.37,-75.72,wheat.spring,2006,Yes,Yes,693.0,5,8,313.1000061,412.8973724,-99.797,18.87500024,Clay loam
45.37,-75.72,wheat.spring,2007,Yes,Yes,5881.0,5,8,400.5,387.3700328,13.13,18.50000048,Clay loam
45.37,-75.72,wheat.spring,2008,Yes,Yes,3980.0,5,8,338.4000015,407.8363656,-69.436,17.85000014,Clay loam
45.37,-75.72,wheat.spring,2009,Yes,Yes,2274.0,5,8,360.8000031,377.4359932,-16.636,17.39999986,Clay loam
45.37,-75.72,wheat.spring,2010,Yes,Yes,2132.0,5,8,404.3000031,358.5875094,45.712,17.02500033,Clay loam
45.37,-75.72,wheat.spring,2011,Yes,Yes,2985.0,5,8,358.1000023,395.698246,-37.598,18.92499971,Clay loam
45.37,-75.72,wheat.spring,2012,Yes,Yes,1848.0,5,8,318.7999992,388.6339109,-69.834,18.85000014,Clay loam
45.37,-75.72,wheat.spring,2013,Yes,Yes,3802.0,5,8,221.0,423.6918213,-202.692,19.45000029,Clay loam
45.37,-75.72,wheat.spring,2014,Yes,Yes,3678.0,5,8,358.9000015,388.2624807,-29.362,18.0999999,Clay loam
45.37,-75.72,wheat.spring,2015,Yes,Yes,2185.0,5,8,437.3000031,373.7275272,63.572,17.92500019,Clay loam
45.37,-75.72,wheat.spring,2001,Yes,Yes,3553.0,5,8,423.9999924,357.7056422,66.294,16.94999981,Clay loam
45.37,-75.72,wheat.spring,2002,Yes,Yes,6503.0,5,8,253.6999931,391.5445489,-137.845,18.75,Clay loam
45.37,-75.72,wheat.spring,2003,Yes,Yes,4104.0,5,8,377.8999863,398.3515041,-20.452,17.55000019,Clay loam
45.37,-75.72,wheat.spring,2004,Yes,Yes,2736.0,5,8,366.4000015,393.3758242,-26.976,18.12499976,Clay loam
45.37,-75.72,wheat.spring,2005,Yes,Yes,3553.0,5,8,318.9999924,373.2172506,-54.217,17.2249999,Clay loam
45.37,-75.72,wheat.spring,2006,Yes,Yes,1102.0,5,8,313.1000061,412.8973724,-99.797,18.87500024,Clay loam
45.37,-75.72,wheat.spring,2007,Yes,Yes,5863.0,5,8,400.5,387.3700328,13.13,18.50000048,Clay loam
45.37,-75.72,wheat.spring,2008,Yes,Yes,4228.0,5,8,338.4000015,407.8363656,-69.436,17.85000014,Clay loam
45.37,-75.72,wheat.spring,2009,Yes,Yes,2487.0,5,8,360.8000031,377.4359932,-16.636,17.39999986,Clay loam
45.37,-75.72,wheat.spring,2010,Yes,Yes,1883.0,5,8,404.3000031,358.5875094,45.712,17.02500033,Clay loam
45.37,-75.72,wheat.spring,2011,Yes,Yes,3056.0,5,8,358.1000023,395.698246,-37.598,18.92499971,Clay loam
45.37,-75.72,wheat.spring,2012,Yes,Yes,2150.0,5,8,318.7999992,388.6339109,-69.834,18.85000014,Clay loam
45.37,-75.72,wheat.spring,2013,Yes,Yes,3784.0,5,8,221.0,423.6918213,-202.692,19.45000029,Clay loam
45.37,-75.72,wheat.spring,2014,Yes,Yes,4069.0,5,8,358.9000015,388.2624807,-29.362,18.0999999,Clay loam
45.37,-75.72,wheat.spring,2015,Yes,Yes,2878.0,5,8,437.3000031,373.7275272,63.572,17.92500019,Clay loam
40.65,-104.98,maize,2002,Yes,Yes,12370.0,5,11,267.2,553.256,-286.056,13.92857,Loam
40.65,-104.98,maize,2002,Yes,No,6570.0,5,11,267.2,553.256,-286.056,13.92857,Loam
40.65,-104.98,maize,2002,Yes,Yes,12550.0,5,11,267.2,553.256,-286.056,13.92857,Loam
40.65,-104.98,maize,2003,Yes,Yes,10850.0,5,11,223.0,576.644,-353.644,14.8,Loam
40.65,-104.98,maize,2003,Yes,Yes,11670.0,5,11,223.0,576.644,-353.644,14.8,Loam
40.65,-104.98,maize,2003,Yes,No,6990.0,5,11,223.0,576.644,-353.644,14.8,Loam
40.65,-104.98,maize,2004,Yes,Yes,12440.0,5,11,445.4,552.736,-107.336,13.85714,Loam
40.65,-104.98,maize,2004,Yes,Yes,11310.0,5,11,445.4,552.736,-107.336,13.85714,Loam
40.65,-104.98,maize,2004,Yes,No,6920.0,5,11,445.4,552.736,-107.336,13.85714,Loam
33.53,-7.57,wheat.winter,1997,Yes,Yes,2050.0,12,18,446.8,616.363,-169.563,19.21429,Clay loam
33.53,-7.57,wheat.winter,1996,Yes,Yes,4360.0,12,18,507.8,612.373,-104.573,18.88571,Clay loam
33.53,-7.57,wheat.winter,1997,Yes,Yes,6270.0,12,18,446.8,616.363,-169.563,19.21429,Clay loam
33.53,-7.57,wheat.winter,1996,Yes,Yes,12730.0,12,18,507.8,612.373,-104.573,18.88571,Clay loam
-32.78,27.83,wheat.winter,2013,No,No,3350.0,5,11,271.5,280.812,-9.312,16.0,Loam
-32.78,27.83,wheat.winter,2013,No,No,3180.0,5,11,271.5,280.812,-9.312,16.0,Loam
-32.78,27.83,wheat.winter,2014,No,No,2790.0,5,11,132.0,259.243,-127.243,15.8,Loam
-32.78,27.83,wheat.winter,2014,No,No,3030.0,5,11,132.0,259.243,-127.243,15.8,Loam
-32.78,27.83,wheat.winter,2016,No,No,3150.0,5,11,192.7,261.44,-68.74,16.52857,Loam
-32.78,27.83,wheat.winter,2016,No,No,3300.0,5,11,192.7,261.44,-68.74,16.52857,Loam
43.3,-89.35,maize,1993,Yes,Yes,5730.0,5,10,720.8,421.178,299.622,16.55,Loam
43.3,-89.35,maize,1993,Yes,Yes,4956.0,5,10,720.8,421.178,299.622,16.55,Loam
43.3,-89.35,maize,1993,Yes,Yes,6494.0,5,10,720.8,421.178,299.622,16.55,Loam
43.3,-89.35,maize,1994,Yes,Yes,10044.0,5,10,554.3,479.931,74.369,17.71667,Loam
43.3,-89.35,maize,1994,Yes,Yes,8631.0,5,10,554.3,479.931,74.369,17.71667,Loam
43.3,-89.35,maize,1994,Yes,Yes,10953.0,5,10,554.3,479.931,74.369,17.71667,Loam
43.3,-89.35,maize,1994,Yes,Yes,11052.0,5,10,554.3,479.931,74.369,17.71667,Loam
43.3,-89.35,maize,1994,Yes,Yes,9683.0,5,10,554.3,479.931,74.369,17.71667,Loam
43.3,-89.35,maize,1994,Yes,Yes,9716.0,5,10,554.3,479.931,74.369,17.71667,Loam
43.3,-89.35,maize,1995,Yes,Yes,6420.0,5,10,522.0,479.785,42.215,18.35,Loam
43.3,-89.35,maize,1995,Yes,Yes,7059.0,5,10,522.0,479.785,42.215,18.35,Loam
43.3,-89.35,maize,1995,No,No,7262.0,5,10,522.0,479.785,42.215,18.35,Loam
43.3,-89.35,soybean,1993,No,No,1677.0,6,10,609.5,341.823,267.677,16.82,Loam
43.3,-89.35,soybean,1993,No,No,1934.0,6,10,609.5,341.823,267.677,16.82,Loam
43.3,-89.35,soybean,1993,No,No,1979.0,6,10,609.5,341.823,267.677,16.82,Loam
43.3,-89.35,soybean,1995,No,No,2036.0,6,10,409.0,401.186,7.814,19.16,Loam
43.3,-89.35,soybean,1995,No,No,2028.0,6,10,409.0,401.186,7.814,19.16,Loam
43.3,-89.35,soybean,1995,No,No,2987.0,6,10,409.0,401.186,7.814,19.16,Loam
-17.72,31.65,maize,2015,Yes,Yes,2878.0,12,17,656.6,634.372,22.228,21.71667,Sandy clay loam
-17.72,31.65,maize,2015,Yes,Yes,3565.0,12,17,656.6,634.372,22.228,21.71667,Sandy clay loam
-17.72,31.65,maize,2015,Yes,Yes,2878.0,12,17,656.6,634.372,22.228,21.71667,Sandy clay loam
-17.72,31.65,maize,2015,Yes,Yes,3565.0,12,17,656.6,634.372,22.228,21.71667,Sandy clay loam
-17.72,31.65,maize,2015,Yes,Yes,2878.0,12,17,656.6,634.372,22.228,21.71667,Sandy clay loam
-17.72,31.65,maize,2015,Yes,Yes,3565.0,12,17,656.6,634.372,22.228,21.71667,Sandy clay loam
25.62,85.22,maize,2014,Yes,Yes,6756.0,6,9,537.7,425.72,111.98,30.15,Loam
25.62,85.22,maize,2015,Yes,Yes,6669.0,6,9,398.7,440.559,-41.859,30.45,Loam
25.62,85.22,rice,2014,Yes,Yes,4486.0,7,11,153.4,456.665,-303.265,27.34,Loam
25.62,85.22,rice,2015,Yes,Yes,4194.0,7,11,621.5,463.801,157.699,28.18,Loam
25.62,85.22,wheat.winter,2015,Yes,Yes,4676.0,12,16,69.8,495.965,-426.165,27.9,Loam
25.67,78.47,sorghum,1998,Yes,Yes,2768.0,7,10,714.2,365.076,349.124,28.55,Sandy clay loam
25.67,78.47,sorghum,1998,Yes,Yes,2412.0,7,10,714.2,365.076,349.124,28.55,Sandy clay loam
25.67,78.47,sorghum,1999,Yes,Yes,2508.0,7,10,959.0,345.12,613.88,27.875,Sandy clay loam
25.67,78.47,sorghum,1999,Yes,Yes,1994.0,7,10,959.0,345.12,613.88,27.875,Sandy clay loam
25.67,78.47,sorghum,2000,Yes,Yes,1778.0,7,10,548.1,350.607,197.493,28.675,Sandy clay loam
25.67,78.47,sorghum,2000,Yes,Yes,2457.0,7,10,548.1,350.607,197.493,28.675,Sandy clay loam
25.67,78.47,sorghum,2001,Yes,Yes,2493.0,7,10,599.3,345.629,253.671,28.55,Sandy clay loam
25.67,78.47,sorghum,2001,Yes,Yes,2148.0,7,10,599.3,345.629,253.671,28.55,Sandy clay loam
8.18,38.85,maize,2014,Yes,Yes,2500.0,4,11,409.5,807.755,-398.255,19.6125,Clay loam
8.18,38.85,maize,2015,Yes,Yes,1800.0,4,11,728.9,847.388,-118.488,20.0875,Clay loam
8.18,38.85,maize,2014,Yes,Yes,1800.0,4,11,409.5,807.755,-398.255,19.6125,Clay loam
8.18,38.85,maize,2015,Yes,Yes,2100.0,4,11,728.9,847.388,-118.488,20.0875,Clay loam
8.18,38.85,maize,2014,Yes,Yes,10900.0,4,11,409.5,807.755,-398.255,19.6125,Clay loam
8.18,38.85,maize,2015,Yes,Yes,8300.0,4,11,728.9,847.388,-118.488,20.0875,Clay loam
8.18,38.85,maize,2014,Yes,Yes,8200.0,4,11,409.5,807.755,-398.255,19.6125,Clay loam
8.18,38.85,maize,2015,Yes,Yes,8700.0,4,11,728.9,847.388,-118.488,20.0875,Clay loam
56.46,-3.08,barley.spring,2004,Mix,Mix,3076.0,3,7,258.9,271.576,-12.676,9.78,Loam
56.46,-3.08,barley.spring,2005,Mix,Mix,3286.0,3,7,269.4,268.575,0.825,9.62,Loam
56.46,-3.08,barley.spring,2006,Mix,Mix,2398.0,3,7,247.7,292.79,-45.09,9.42,Loam
56.46,-3.08,barley.spring,2007,Mix,Mix,3246.0,3,7,354.4,264.415,89.985,9.62,Loam
56.46,-3.08,barley.spring,2008,Yes,Yes,3527.0,3,7,294.1,277.426,16.674,9.22,Loam
-14.93,34.88,maize,2009,Yes,Yes,4185.0,10,17,991.1000009,905.3112985,85.789,26.98750019,Sandy clay loam
-14.93,34.88,maize,2010,Yes,Yes,2831.0,10,17,1003.199975,893.3684179,109.832,27.95000005,Sandy clay loam
-14.93,34.88,maize,2011,Yes,Yes,3522.0,10,17,861.9000053,929.3934267,-67.493,28.9749999,Sandy clay loam
-14.97,34.73,maize,2009,Yes,Yes,2881.0,12,17,961.1999922,630.7558451,330.444,24.81666692,Sandy loam
-14.97,34.73,maize,2010,Yes,Yes,3820.0,12,17,921.6999931,642.9647165,278.735,26.25,Sandy loam
-14.97,34.73,maize,2011,Yes,Yes,3415.0,12,17,814.1000233,659.9085916,154.191,26.76666641,Sandy loam
-14.93,34.88,maize,2009,Yes,Yes,2903.0,10,17,991.1000009,905.3112985,85.789,26.98750019,Sandy clay loam
-14.93,34.88,maize,2010,Yes,Yes,1787.0,10,17,1003.199975,893.3684179,109.832,27.95000005,Sandy clay loam
-14.93,34.88,maize,2011,Yes,Yes,2550.0,10,17,861.9000053,929.3934267,-67.493,28.9749999,Sandy clay loam
-14.97,34.73,maize,2009,Yes,Yes,2418.0,12,17,961.1999922,630.7558451,330.444,24.81666692,Sandy loam
-14.97,34.73,maize,2010,Yes,Yes,2665.0,12,17,921.6999931,642.9647165,278.735,26.25,Sandy loam
-14.97,34.73,maize,2011,Yes,Yes,2482.0,12,17,814.1000233,659.9085916,154.191,26.76666641,Sandy loam
40.15,-103.15,wheat.winter,1993,Yes,Yes,2540.0,9,19,355.7,608.436,-252.736,8.53636,Loam
40.15,-103.15,wheat.winter,1994,Yes,Yes,1385.0,9,19,367.3,634.618,-267.318,9.95455,Loam
40.15,-103.15,wheat.winter,1995,Yes,Yes,2255.0,9,19,568.4,621.364,-52.964,10.16364,Loam
40.15,-103.15,wheat.winter,1996,Yes,Yes,1840.0,9,19,486.6,647.94,-161.339,10.22727,Loam
40.15,-103.15,wheat.winter,1997,Yes,Yes,2140.0,9,19,456.0,638.728,-182.728,9.88182,Loam
40.15,-103.15,wheat.winter,1998,Yes,Yes,1645.0,9,19,419.7,646.077,-226.377,10.3,Loam
40.15,-103.15,wheat.winter,1999,Yes,Yes,2355.0,9,19,509.3,653.766,-144.466,11.20909,Loam
40.15,-103.15,wheat.winter,2000,Yes,Yes,1480.0,9,19,333.6,659.437,-325.837,11.96364,Loam
40.15,-103.15,wheat.winter,2001,Yes,Yes,3495.0,9,19,483.4,645.468,-162.068,10.1,Loam
40.1,-88.9,soybean,1994,,,2185.0,5,10,474.4,543.728,-69.328,19.63333,Loam
40.1,-88.9,soybean,1994,,,3299.0,5,10,474.4,543.728,-69.328,19.63333,Loam
40.1,-88.9,soybean,1996,,,3098.0,5,10,531.6,534.665,-3.065,19.7,Loam
40.1,-88.9,soybean,1996,,,2309.0,5,10,531.6,534.665,-3.065,19.7,Loam
40.1,-88.9,soybean,1998,,,2852.0,5,10,650.3,538.17,112.13,21.01667,Loam
40.1,-88.9,soybean,1998,,,2130.0,5,10,650.3,538.17,112.13,21.01667,Loam
40.1,-88.9,soybean,1999,,,3045.0,5,10,520.3,555.246,-34.946,20.01667,Loam
40.1,-88.9,soybean,1999,,,2578.0,5,10,520.3,555.246,-34.946,20.01667,Loam
40.1,-88.9,soybean,2000,,,1936.0,5,10,579.4,531.883,47.517,20.35,Loam
40.1,-88.9,soybean,2000,,,2271.0,5,10,579.4,531.883,47.517,20.35,Loam
37.99,-100.82,sorghum,1987,Yes,Yes,3090.0,6,10,231.2,457.939,-226.739,21.42,Sandy loam
37.99,-100.82,sorghum,1989,Yes,Yes,5660.0,6,10,399.4,443.444,-44.044,20.04,Sandy loam
37.99,-100.82,sorghum,1990,Yes,Yes,3260.0,6,10,276.3,464.787,-188.487,21.8,Sandy loam
37.99,-100.82,sorghum,1991,Yes,Yes,2730.0,6,10,274.4,449.491,-175.091,21.4,Sandy loam
37.99,-100.82,wheat.winter,1988,Yes,Yes,1710.0,10,19,244.5,632.338,-387.838,12.93,Sandy loam
37.99,-100.82,wheat.winter,1989,Yes,Yes,810.0,10,19,523.0,638.391,-115.391,12.71,Sandy loam
37.99,-100.82,wheat.winter,1990,Yes,Yes,3820.0,10,19,486.0,643.36,-157.36,12.86,Sandy loam
37.99,-100.82,wheat.winter,1988,Yes,Yes,1300.0,10,19,244.5,632.338,-387.838,12.93,Sandy loam
37.99,-100.82,wheat.winter,1989,Yes,Yes,2470.0,10,19,523.0,638.391,-115.391,12.71,Sandy loam
37.99,-100.82,wheat.winter,1990,Yes,Yes,3300.0,10,19,486.0,643.36,-157.36,12.86,Sandy loam
37.99,-100.82,maize,1991,,,627.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1129.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1192.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1129.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1568.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1254.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1756.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1991,,,1756.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1993,,,5080.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,4955.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,5394.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,6335.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,5958.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,6397.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,5896.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,4453.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1993,,,5143.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1994,,,3951.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4704.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4829.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4328.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4516.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4014.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4579.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,4892.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1994,,,5268.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1991,Yes,Yes,1100.0,5,10,349.6,555.808,-206.208,20.95,Sandy loam
37.99,-100.82,maize,1993,Yes,Yes,5390.0,5,10,364.0,572.642,-208.642,19.46667,Sandy loam
37.99,-100.82,maize,1994,Yes,Yes,4730.0,5,10,390.1,599.818,-209.718,21.21667,Sandy loam
37.99,-100.82,maize,1995,Yes,Yes,4910.0,5,10,377.1,553.211,-176.111,19.56667,Sandy loam
37.99,-100.82,sorghum,1991,Yes,Yes,2750.0,6,10,274.4,449.491,-175.091,21.4,Sandy loam
37.99,-100.82,sorghum,1993,Yes,Yes,5990.0,6,10,311.7,469.59,-157.89,20.02,Sandy loam
37.99,-100.82,sorghum,1994,Yes,Yes,4250.0,6,10,367.4,491.834,-124.434,21.82,Sandy loam
37.99,-100.82,sorghum,1995,Yes,Yes,3060.0,6,10,271.0,469.366,-198.366,20.86,Sandy loam
37.99,-100.82,soybean,1993,Yes,No,1460.0,6,10,311.7,469.59,-157.89,20.02,Sandy loam
37.99,-100.82,soybean,1994,Yes,No,960.0,6,10,367.4,491.834,-124.434,21.82,Sandy loam
37.99,-100.82,soybean,1995,Yes,No,1240.0,6,10,271.0,469.366,-198.366,20.86,Sandy loam
37.99,-100.82,sunflower,1993,Yes,Yes,3530.0,6,10,311.7,469.59,-157.89,20.02,Sandy loam
37.99,-100.82,sunflower,1994,Yes,Yes,2030.0,6,10,367.4,491.834,-124.434,21.82,Sandy loam
37.99,-100.82,sunflower,1995,Yes,Yes,2180.0,6,10,271.0,469.366,-198.366,20.86,Sandy loam
35.62,-88.83,soybean,2015,,,3472.0,6,11,649.7,508.3,141.4,21.61667,Loam
35.62,-88.83,soybean,2015,,,3469.0,6,11,649.7,508.3,141.4,21.61667,Loam
-19.58,31.23,maize,2001,Yes,Yes,1792.0,12,17,525.5,609.681,-84.181,22.38333,Sandy loam
-19.58,31.23,maize,2001,Yes,Yes,1250.0,12,17,525.5,609.681,-84.181,22.38333,Sandy loam
-19.58,31.23,maize,2001,Yes,Yes,496.0,12,17,525.5,609.681,-84.181,22.38333,Sandy loam
-19.58,31.23,maize,2001,Yes,Yes,692.0,12,17,525.5,609.681,-84.181,22.38333,Sandy loam
-19.58,31.23,maize,2002,Yes,Yes,1652.0,12,17,440.5,651.133,-210.633,22.53333,Sandy loam
-19.58,31.23,maize,2002,Yes,Yes,495.0,12,17,440.5,651.133,-210.633,22.53333,Sandy loam
