Latitude,Longitude,Crop,Harvest year,Fertilization CT ,N input,Yield of CT,Sowing month,Harvesting month,P,E,PB,Tave,ST
43.18,-89.92,maize,1993,Yes,Yes,8090.0,5,10,903.7,427.094,476.606,16.45,Loam
43.18,-89.92,maize,1994,Yes,Yes,2760.0,5,10,583.7,489.624,94.076,17.08333,Loam
43.18,-89.92,maize,1994,Yes,Yes,5200.0,5,10,583.7,489.624,94.076,17.08333,Loam
43.18,-89.92,soybean,1993,Yes,Yes,3010.0,6,10,766.0,347.202,418.798,16.76,Loam
43.18,-89.92,soybean,1994,Yes,Yes,3140.0,6,10,527.1,389.713,137.387,17.68,Loam
30.4,104.6,rice,2012,Yes,Yes,7848.0,5,9,775.1,397.829,377.271,23.64,Loam
30.4,104.6,rice,2013,Yes,Yes,8196.0,5,9,1029.7,451.678,578.022,24.26,Loam
30.4,104.6,rice,2014,Yes,Yes,8273.0,5,9,858.2,399.9,458.3,23.46,Loam
30.4,104.6,rice,2015,Yes,Yes,8737.0,5,9,916.0,400.708,515.292,23.84,Loam
30.4,104.6,rice,2016,Yes,Yes,7036.0,5,9,967.6,462.874,504.726,24.44,Loam
30.4,104.6,rice,2017,Yes,Yes,9781.0,5,9,776.6,466.071,310.529,24.56,Loam
31.53,120.68,wheat.winter,2012,Yes,Yes,5810.0,9,18,744.6,586.109,158.491,16.95,Loam
31.53,120.68,wheat.winter,2012,Yes,Yes,5190.0,9,18,744.6,586.109,158.491,16.95,Loam
31.53,120.68,wheat.winter,2012,Yes,Yes,5580.0,9,18,744.6,586.109,158.491,16.95,Loam
31.53,120.68,wheat.winter,2012,No,No,1830.0,9,18,744.6,586.109,158.491,16.95,Loam
-33.28,18.7,wheat.spring,2000,Yes,Yes,1732.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,Sandy loam
-33.28,18.7,wheat.spring,2000,Yes,Yes,1911.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,Sandy loam
-33.28,18.7,wheat.spring,2000,Yes,Yes,2078.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,Sandy loam
-33.28,18.7,wheat.spring,2000,Yes,Yes,2142.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,Sandy loam
-33.28,18.7,wheat.spring,2000,Yes,Yes,2036.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,Sandy loam
-33.28,18.7,wheat.spring,2000,Yes,Yes,2049.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,Sandy loam
-33.28,18.7,wheat.spring,2001,Yes,Yes,3328.0,1,7,137.2000003,314.1884913,-176.988,18.61428561,Sandy loam
-33.28,18.7,wheat.spring,2001,Yes,Yes,3341.0,1,7,137.2000003,314.1884913,-176.988,18.61428561,Sandy loam
-33.28,18.7,wheat.spring,2001,Yes,Yes,3106.0,1,7,137.2000003,314.1884913,-176.988,18.61428561,Sandy loam
45.7,-118.6,barley.spring,1998,Yes,Yes,5110.0,1,8,455.7,526.671,-70.971,6.7625,Loam
45.7,-118.6,barley.spring,1998,No,No,3430.0,1,8,455.7,526.671,-70.971,6.7625,Loam
45.7,-118.6,barley.spring,1999,Yes,Yes,4370.0,1,8,342.5,514.609,-172.109,5.4625,Loam
45.7,-118.6,barley.spring,1999,No,No,3960.0,1,8,342.5,514.609,-172.109,5.4625,Loam
45.7,-118.6,barley.spring,2000,Yes,Yes,5890.0,1,8,385.5,560.195,-174.695,6.55,Loam
45.7,-118.6,barley.spring,2000,No,No,3700.0,1,8,385.5,560.195,-174.695,6.55,Loam
45.7,-118.6,barley.spring,2001,Yes,Yes,4640.0,1,8,273.7,537.707,-264.007,6.2,Loam
45.7,-118.6,barley.spring,2001,No,No,3650.0,1,8,273.7,537.707,-264.007,6.2,Loam
45.7,-118.6,barley.spring,2002,No,No,2780.0,1,8,301.6,535.377,-233.777,5.9,Loam
45.7,-118.6,barley.spring,2002,Yes,Yes,3380.0,1,8,301.6,535.377,-233.777,5.9,Loam
45.7,-118.6,barley.spring,2003,No,No,3140.0,1,8,379.0,560.934,-181.934,7.275,Loam
45.7,-118.6,barley.spring,2003,No,No,2670.0,1,8,379.0,560.934,-181.934,7.275,Loam
45.7,-118.6,wheat.spring,1998,Yes,Yes,4070.0,4,9,272.6,559.721,-287.121,11.58333,Loam
45.7,-118.6,wheat.spring,1998,No,No,2990.0,4,9,272.6,559.721,-287.121,11.58333,Loam
45.7,-118.6,wheat.spring,1999,Yes,Yes,3600.0,4,9,139.7,552.464,-412.764,9.71667,Loam
45.7,-118.6,wheat.spring,1999,No,No,2820.0,4,9,139.7,552.464,-412.764,9.71667,Loam
45.7,-118.6,wheat.spring,2000,Yes,Yes,4650.0,4,9,196.9,582.62,-385.72,10.8,Loam
45.7,-118.6,wheat.spring,2000,No,No,2310.0,4,9,196.9,582.62,-385.72,10.8,Loam
45.7,-118.6,wheat.spring,2001,Yes,Yes,2900.0,4,9,163.4,563.919,-400.519,11.0,Loam
45.7,-118.6,wheat.spring,2001,No,No,1680.0,4,9,163.4,563.919,-400.519,11.0,Loam
45.7,-118.6,wheat.spring,2002,No,No,1320.0,4,9,157.9,569.586,-411.686,10.7,Loam
45.7,-118.6,wheat.spring,2002,Yes,Yes,2230.0,4,9,157.9,569.586,-411.686,10.7,Loam
45.7,-118.6,wheat.spring,2003,No,No,2110.0,4,9,167.5999964,585.12679,-417.527,11.81666684,Loam
45.7,-118.6,wheat.spring,2003,Yes,Yes,2280.0,4,9,167.6,585.127,-417.527,11.81667,Loam
45.7,-118.6,wheat.winter,1998,Yes,Yes,5240.0,10,20,603.5,609.075,-5.575,5.16364,Loam
45.7,-118.6,wheat.winter,1998,No,No,3700.0,10,20,603.5,609.075,-5.575,5.16364,Loam
45.7,-118.6,wheat.winter,1999,Yes,Yes,2810.0,10,20,581.1,648.738,-67.638,6.70909,Loam
45.7,-118.6,wheat.winter,1999,No,No,2780.0,10,20,581.1,648.738,-67.638,6.70909,Loam
45.7,-118.6,wheat.winter,2000,Yes,Yes,4190.0,10,20,435.2,627.866,-192.666,5.92727,Loam
45.7,-118.6,wheat.winter,2000,No,No,2510.0,10,20,435.2,627.866,-192.666,5.92727,Loam
45.7,-118.6,wheat.winter,2001,No,No,2580.0,10,20,501.0,623.274,-122.274,5.82727,Loam
45.7,-118.6,wheat.winter,2001,Yes,Yes,3900.0,10,20,501.0,623.274,-122.274,5.82727,Loam
45.7,-118.6,wheat.winter,2002,Yes,Yes,2530.0,10,20,517.0,657.362,-140.362,7.13636,Loam
45.7,-118.6,wheat.winter,2002,No,No,1630.0,10,20,517.0,657.362,-140.362,7.13636,Loam
45.7,-118.6,wheat.winter,2003,Yes,Yes,2510.0,10,20,686.7,644.25,42.45,6.48182,Loam
45.7,-118.6,wheat.winter,2003,No,No,2190.0,10,20,686.7,644.25,42.45,6.48182,Loam
20.46,85.87,rice,1980,Yes,Yes,2636.0,6,11,1668.8,550.411,1118.389,27.63333,Sandy loam
20.46,85.87,rice,1981,Yes,Yes,2073.0,6,11,958.5,572.469,386.031,27.91667,Sandy loam
20.46,85.87,rice,1982,Yes,Yes,2620.0,6,11,1120.0,583.639,536.361,28.3,Sandy loam
52.43,16.28,barley.spring,2003,Yes,Yes,5890.0,4,8,199.2,379.473,-180.273,15.4,Sandy loam
52.43,16.28,barley.spring,2004,Yes,Yes,6280.0,4,8,233.6,347.714,-114.114,13.88,Sandy loam
52.43,16.28,barley.spring,2005,Yes,Yes,5910.0,4,8,253.9,363.752,-109.852,14.24,Sandy loam
52.43,16.28,barley.spring,2006,Yes,Yes,4950.0,4,8,274.3,376.435,-102.135,15.38,Sandy loam
52.87,-104.33,barley.spring,2002,Mix,Mix,670.0,5,9,230.1,394.657,-164.557,14.5,Clay loam
52.87,-104.33,wheat.winter,2004,Mix,Mix,3336.0,9,20,602.9,450.053,152.847,2.78333,Clay loam
52.87,-104.33,wheat.winter,2004,Mix,Mix,2847.0,9,20,602.9,450.053,152.847,2.78333,Clay loam
52.87,-104.33,wheat.winter,2004,Mix,Mix,3338.0,9,20,602.9,450.053,152.847,2.78333,Clay loam
52.87,-104.33,wheat.winter,2004,Mix,Mix,2063.0,9,20,602.9,450.053,152.847,2.78333,Clay loam
52.87,-104.33,barley.spring,1998,Mix,Mix,4493.0,5,9,217.9,409.632,-191.732,15.36,Clay loam
52.87,-104.33,wheat.winter,2000,Mix,Mix,3476.0,9,20,202.3,498.813,-296.513,3.25833,Clay loam
53.5,-112.1,barley.spring,1982,Yes,Yes,2710.0,5,9,355.4,378.55,-23.15,13.16,Loam
53.5,-112.1,barley.spring,1983,Yes,Yes,2110.0,5,9,334.4,386.37,-51.97,13.36,Loam
53.5,-112.1,barley.spring,1984,Yes,Yes,3220.0,5,9,285.9,382.456,-96.556,13.1,Loam
53.5,-112.1,barley.spring,1987,Yes,Yes,850.0,5,9,289.4,398.892,-109.492,14.16,Loam
53.5,-112.1,barley.spring,1988,Yes,Yes,2750.0,5,9,325.9,414.635,-88.735,14.4,Loam
53.5,-112.1,barley.spring,1989,Yes,Yes,1460.0,5,9,337.5,391.979,-54.479,13.88,Loam
-33.67,-70.63,maize,2002,Yes,Yes,19084.0,10,15,-42.0,663.037,-705.037,22.61667,Clay loam
-34.67,-71.63,maize,2004,Yes,Yes,16461.0,10,15,94.8,777.004,-682.204,21.46667,Clay loam
-34.67,-71.63,maize,2005,Yes,Yes,12853.0,10,15,68.5,810.192,-741.692,21.1,Clay loam
-33.67,-70.63,wheat.winter,2002,Yes,Yes,3236.0,6,13,540.0,605.122,-65.122,18.1875,Clay loam
-33.67,-70.63,wheat.winter,2005,Yes,Yes,4829.0,6,13,453.0,657.866,-204.866,19.9625,Clay loam
40.53,-3.33,barley.winter,1995,Yes,Yes,847.0,12,18,122.9000003,439.9924077,-317.092,16.74285732,Sandy loam
40.53,-3.33,barley.winter,1996,Yes,Yes,3769.0,12,18,271.5,442.6081696,-171.108,16.07142857,Sandy loam
40.53,-3.33,barley.winter,1997,Yes,Yes,4830.0,12,18,336.1000063,437.3847446,-101.285,16.60000004,Sandy loam
40.53,-3.33,barley.winter,1997,Yes,Yes,4795.0,12,18,336.1000063,437.3847446,-101.285,16.60000004,Sandy loam
40.53,-3.33,barley.winter,1997,Yes,Yes,3312.0,12,18,336.1000063,437.3847446,-101.285,16.60000004,Sandy loam
11.13,8.25,maize,1982,Yes,Yes,4000.0,5,8,770.2,383.654,386.546,25.25,Loam
11.13,8.25,maize,1982,Yes,Yes,4100.0,5,8,770.2,383.654,386.546,25.25,Loam
11.13,8.25,maize,1983,Yes,Yes,3900.0,5,8,677.9,381.057,296.843,25.825,Loam
11.13,8.25,maize,1983,Yes,Yes,3900.0,5,8,677.9,381.057,296.843,25.825,Loam
11.13,8.25,maize,1984,Yes,Yes,2200.0,5,8,629.3,427.89,201.41,25.875,Loam
11.13,8.25,maize,1984,Yes,Yes,2200.0,5,8,629.3,427.89,201.41,25.875,Loam
52.44,-111.78,barley.spring,1988,Yes,Yes,4470.0,5,9,331.0,434.608,-103.608,13.5,Loam
52.44,-111.78,barley.spring,1989,Yes,Yes,2510.0,5,9,318.9,418.873,-99.973,13.32,Loam
52.44,-111.78,barley.spring,1990,Yes,Yes,5250.0,5,9,321.2,420.521,-99.321,13.42,Loam
52.44,-111.78,barley.spring,1991,Yes,Yes,4300.0,5,9,346.3,420.089,-73.789,13.4,Loam
53.9,-110.9,barley.spring,1988,Yes,Yes,3300.0,5,9,337.4,410.182,-72.782,14.56,Loam
53.9,-110.9,barley.spring,1989,Yes,Yes,3200.0,5,9,330.3,391.525,-61.225,13.92,Loam
53.9,-110.9,barley.spring,1991,Yes,Yes,2460.0,5,9,179.9,407.662,-227.762,14.54,Loam
53.76,-111.98,barley.spring,1988,Yes,Yes,3950.0,5,9,307.8,402.374,-94.574,14.34,Loam
53.76,-111.98,barley.spring,1989,Yes,Yes,4470.0,5,9,359.1,384.988,-25.888,13.82,Loam
53.76,-111.98,barley.spring,1990,Yes,Yes,2730.0,5,9,252.2,398.989,-146.789,14.08,Loam
53.76,-111.98,barley.spring,1991,Yes,Yes,3650.0,5,9,221.0,405.599,-184.599,14.52,Loam
54.85,-112.34,barley.spring,1988,Yes,Yes,4510.0,5,9,299.8,393.013,-93.213,14.36,Clay loam
54.85,-112.34,barley.spring,1989,Yes,Yes,4480.0,5,9,308.9,378.291,-69.391,14.0,Clay loam
54.85,-112.34,barley.spring,1990,Yes,Yes,3130.0,5,9,204.2,403.037,-198.837,14.44,Clay loam
54.85,-112.34,barley.spring,1991,Yes,Yes,1830.0,5,9,182.2,399.605,-217.405,14.58,Clay loam
52.83,-110.86,barley.spring,1988,Yes,Yes,3560.0,5,9,275.5,426.367,-150.867,15.14,Loam
52.83,-110.86,barley.spring,1989,Yes,Yes,3310.0,5,9,279.3,403.942,-124.642,14.56,Loam
52.83,-110.86,barley.spring,1990,Yes,Yes,5130.0,5,9,258.0,402.079,-144.079,14.6,Loam
52.83,-110.86,barley.spring,1991,Yes,Yes,4930.0,5,9,248.6,405.864,-157.264,15.12,Loam
50.38,-108.0,wheat.spring,1987,Yes,Yes,962.0,5,9,213.699996,405.5630162,-191.863,16.01999989,Loam
50.38,-108.0,wheat.spring,1988,Yes,Yes,425.0,5,9,184.4999981,446.5288669,-262.029,17.41999989,Loam
50.38,-108.0,wheat.spring,1989,Yes,Yes,1143.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.38,-108.0,wheat.spring,1990,Yes,Yes,528.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.38,-108.0,wheat.spring,1993,Yes,Yes,2122.0,5,9,352.4999981,383.9509712,-31.451,13.83999996,Loam
50.29,-107.79,wheat.spring,1987,Yes,Yes,1399.0,5,9,213.699996,405.5630162,-191.863,16.01999989,Loam
50.29,-107.79,wheat.spring,1988,Yes,Yes,532.0,5,9,184.4999981,446.5288669,-262.029,17.41999989,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,2258.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2485.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1993,Yes,Yes,2430.0,5,9,352.4999981,383.9509712,-31.451,13.83999996,Loam
50.29,-107.79,wheat.spring,1987,Yes,Yes,2425.0,5,9,213.699996,405.5630162,-191.863,16.01999989,Loam
50.29,-107.79,wheat.spring,1988,Yes,Yes,1448.0,5,9,184.4999981,446.5288669,-262.029,17.41999989,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,2555.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2957.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1993,Yes,Yes,3273.0,5,9,352.4999981,383.9509712,-31.451,13.83999996,Loam
50.6,-107.81,wheat.spring,1989,Yes,Yes,1663.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.6,-107.81,wheat.spring,1990,Yes,Yes,2159.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.6,-107.81,wheat.spring,1990,Yes,Yes,3317.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.6,-107.81,wheat.spring,1993,Yes,Yes,2782.0,5,9,352.4999981,383.9509712,-31.451,13.83999996,Loam
50.6,-107.81,wheat.spring,1993,Yes,Yes,3738.0,5,9,352.4999981,383.9509712,-31.451,13.83999996,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2059.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2625.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,2065.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,2302.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2014.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2321.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,2121.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,2249.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,1937.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1990,Yes,Yes,2480.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,1762.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
50.29,-107.79,wheat.spring,1989,Yes,Yes,1963.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,Loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,2463.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,3296.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,1859.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,3926.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,5216.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,6437.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,8516.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,4885.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,13643.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
37.77,-4.52,wheat.spring,2008,Mix,Mix,10002.0,4,8,49.00000763,504.3515359,-455.352,22.01999989,Clay loam
45.3,-73.35,maize,1993,Mix,Mix,7060.0,5,10,544.1,464.395,79.705,15.25,Loam
45.3,-73.35,maize,1994,Mix,Mix,6890.0,5,10,505.4,480.751,24.649,15.7,Loam
45.3,-73.35,maize,1996,Mix,Mix,5810.0,5,10,556.9,471.576,85.324,15.75,Loam
45.3,-73.35,maize,1998,Mix,Mix,6790.0,5,10,516.0,477.15,38.85,16.68333,Loam
45.3,-73.35,maize,2000,Mix,Mix,6010.0,5,10,521.4,443.414,77.986,15.08333,Loam
45.3,-73.35,maize,2002,Mix,Mix,6160.0,5,10,572.1,492.007,80.093,15.98333,Loam
45.3,-73.35,maize,2004,Mix,Mix,8310.0,5,10,469.9,482.423,-12.523,15.76667,Loam
45.3,-73.35,maize,2006,Mix,Mix,5670.0,5,10,693.3,442.599,250.701,16.0,Loam
45.3,-73.35,maize,2008,Mix,Mix,5380.0,5,10,496.7,470.881,25.819,15.56667,Loam
45.3,-73.35,maize,2010,Mix,Mix,6290.0,5,10,607.2,489.224,117.976,16.5,Loam
45.3,-73.35,soybean,1995,Mix,Mix,3730.0,6,10,517.2,426.136,91.064,17.14,Loam
45.3,-73.35,soybean,1997,Mix,Mix,3200.0,6,10,399.1,391.985,7.115,15.96,Loam
45.3,-73.35,soybean,1999,Mix,Mix,2800.0,6,10,492.2,401.839,90.361,17.1,Loam
45.3,-73.35,soybean,2001,Mix,Mix,1040.0,6,10,363.7,405.46,-41.76,17.44,Loam
45.3,-73.35,soybean,2003,Mix,Mix,3120.0,6,10,535.3,402.78,132.52,16.84,Loam
45.3,-73.35,soybean,2005,Mix,Mix,2980.0,6,10,660.7,419.003,241.697,18.08,Loam
45.3,-73.35,soybean,2007,Mix,Mix,1990.0,6,10,442.3,409.818,32.482,17.18,Loam
24.5,79.97,rice,2006,Yes,Yes,1310.0,7,11,815.9,395.873,420.027,27.44,Clay loam
24.5,79.97,rice,2007,Yes,Yes,2260.0,7,11,753.5,400.352,353.148,27.14,Clay loam
24.5,79.97,rice,2008,Yes,Yes,2350.0,7,11,859.7,408.137,451.563,27.48,Clay loam
24.5,79.97,wheat.winter,2008,Yes,Yes,3800.0,11,15,66.0,417.614,-351.614,27.64,Clay loam
26.4,89.38,wheat.winter,2015,No,No,1820.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,Yes,Yes,3290.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,Yes,Yes,3920.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,Yes,Yes,3010.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,No,No,4830.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,Yes,Yes,8140.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,Yes,Yes,9420.0,12,16,397.7,436.627,-38.927,26.38,Loam
26.4,89.38,wheat.winter,2015,Yes,Yes,8580.0,12,16,397.7,436.627,-38.927,26.38,Loam
18.68,-99.13,maize,2004,Mix,Mix,7480.0,5,11,1311.8,781.084,530.716,24.01429,Sandy loam
41.8,1.12,barley.winter,2006,No,No,306.0,12,18,97.59999609,488.166691,-390.567,15.91428586,Loam
41.8,1.12,barley.winter,2006,Yes,Yes,490.0,12,18,97.59999609,488.166691,-390.567,15.91428586,Loam
41.8,1.12,barley.winter,2006,Yes,Yes,669.0,12,18,97.59999609,488.166691,-390.567,15.91428586,Loam
41.8,1.12,barley.winter,2007,Yes,Yes,443.0,12,18,96.70000219,475.7602636,-379.06,15.81428582,Loam
41.8,1.12,barley.winter,2007,Yes,Yes,708.0,12,18,96.70000219,475.7602636,-379.06,15.81428582,Loam
41.8,1.12,barley.winter,2007,No,No,638.0,12,18,96.70000219,475.7602636,-379.06,15.81428582,Loam
41.8,1.12,barley.winter,2009,Yes,Yes,3529.0,12,18,261.5000033,488.6861172,-227.186,16.17142841,Loam
41.8,1.12,barley.winter,2009,Yes,Yes,3434.0,12,18,261.5000033,488.6861172,-227.186,16.17142841,Loam
41.8,1.12,barley.winter,2009,No,No,3646.0,12,18,261.5000033,488.6861172,-227.186,16.17142841,Loam
41.73,-0.77,barley.winter,2002,Yes,Yes,3096.0,12,18,270.7000065,428.4503386,-157.75,12.11428566,Loam
41.73,-0.77,barley.winter,2001,Yes,Yes,1475.0,12,18,159.5999978,444.4546566,-284.855,13.48571457,Loam
41.73,-0.77,barley.winter,2001,Yes,Yes,1409.0,12,18,159.5999978,444.4546566,-284.855,13.48571457,Loam
41.73,-0.77,barley.winter,2002,Yes,Yes,2599.0,12,18,270.7000065,428.4503386,-157.75,12.11428566,Loam
45.37,-75.72,maize,2001,Yes,Yes,4594.0,5,10,442.0,468.351,-26.351,16.7,Clay loam
45.37,-75.72,maize,2002,Yes,Yes,5731.0,5,10,520.2,475.627,44.573,15.7,Clay loam
45.37,-75.72,maize,2003,Yes,Yes,5980.0,5,10,569.9,465.657,104.243,16.06667,Clay loam
45.37,-75.72,maize,2004,Yes,Yes,9675.0,5,10,505.0,449.402,55.598,15.61667,Clay loam
45.37,-75.72,maize,2005,Yes,Yes,8112.0,5,10,516.8,488.692,28.108,17.01667,Clay loam
45.37,-75.72,maize,2006,Yes,Yes,8183.0,5,10,677.9,443.33,234.57,15.86667,Clay loam
45.37,-75.72,maize,2007,Yes,Yes,10741.0,5,10,465.3,492.183,-26.883,16.4,Clay loam
45.37,-75.72,maize,2008,Yes,Yes,7670.0,5,10,516.3,448.389,67.911,15.46667,Clay loam
45.37,-75.72,maize,2009,Yes,Yes,9675.0,5,10,566.5,430.596,135.904,14.9,Clay loam
45.37,-75.72,maize,2010,Yes,Yes,8858.0,5,10,588.2,459.659,128.541,16.5,Clay loam
45.37,-75.72,maize,2011,Yes,Yes,9604.0,5,10,458.7,466.789,-8.089,17.01667,Clay loam
45.37,-75.72,maize,2012,Yes,Yes,3457.0,5,10,412.5,490.044,-77.544,17.03333,Clay loam
45.37,-75.72,maize,2013,Yes,Yes,12447.0,5,10,512.9,458.988,53.912,16.05,Clay loam
45.37,-75.72,maize,2014,Yes,Yes,10457.0,5,10,592.3,445.121,147.179,16.13333,Clay loam
45.37,-75.72,maize,2015,Yes,Yes,11168.0,5,10,477.7,486.264,-8.564,16.55,Clay loam
45.37,-75.72,maize,2001,Yes,Yes,4807.0,5,10,442.0,468.351,-26.351,16.7,Clay loam
45.37,-75.72,maize,2002,Yes,Yes,7898.0,5,10,520.2,475.627,44.573,15.7,Clay loam
45.37,-75.72,maize,2003,Yes,Yes,7685.0,5,10,569.9,465.657,104.243,16.06667,Clay loam
45.37,-75.72,maize,2004,Yes,Yes,9924.0,5,10,505.0,449.402,55.598,15.61667,Clay loam
45.37,-75.72,maize,2005,Yes,Yes,7792.0,5,10,516.8,488.692,28.108,17.01667,Clay loam
45.37,-75.72,maize,2006,Yes,Yes,9640.0,5,10,677.9,443.33,234.57,15.86667,Clay loam
45.37,-75.72,maize,2007,Yes,Yes,11452.0,5,10,465.3,492.183,-26.883,16.4,Clay loam
45.37,-75.72,maize,2008,Yes,Yes,8929.0,5,10,516.3,448.389,67.911,15.46667,Clay loam
45.37,-75.72,maize,2009,Yes,Yes,10954.0,5,10,566.5,430.596,135.904,14.9,Clay loam
45.37,-75.72,maize,2010,Yes,Yes,10031.0,5,10,588.2,459.659,128.541,16.5,Clay loam
45.37,-75.72,maize,2011,Yes,Yes,10599.0,5,10,458.7,466.789,-8.089,17.01667,Clay loam
45.37,-75.72,maize,2012,Yes,Yes,6406.0,5,10,412.5,490.044,-77.544,17.03333,Clay loam
45.37,-75.72,maize,2013,Yes,Yes,13335.0,5,10,512.9,458.988,53.912,16.05,Clay loam
45.37,-75.72,maize,2014,Yes,Yes,10386.0,5,10,592.3,445.121,147.179,16.13333,Clay loam
45.37,-75.72,maize,2015,Yes,Yes,12447.0,5,10,477.7,486.264,-8.564,16.55,Clay loam
45.37,-75.72,maize,2001,Yes,Yes,5234.0,5,10,442.0,468.351,-26.351,16.7,Clay loam
45.37,-75.72,maize,2002,Yes,Yes,8254.0,5,10,520.2,475.627,44.573,15.7,Clay loam
45.37,-75.72,maize,2003,Yes,Yes,6904.0,5,10,569.9,465.657,104.243,16.06667,Clay loam
45.37,-75.72,maize,2004,Yes,Yes,9959.0,5,10,505.0,449.402,55.598,15.61667,Clay loam
45.37,-75.72,maize,2005,Yes,Yes,8822.0,5,10,516.8,488.692,28.108,17.01667,Clay loam
45.37,-75.72,maize,2006,Yes,Yes,8893.0,5,10,677.9,443.33,234.57,15.86667,Clay loam
45.37,-75.72,maize,2007,Yes,Yes,11310.0,5,10,465.3,492.183,-26.883,16.4,Clay loam
45.37,-75.72,maize,2008,Yes,Yes,8929.0,5,10,516.3,448.389,67.911,15.46667,Clay loam
45.37,-75.72,maize,2009,Yes,Yes,10741.0,5,10,566.5,430.596,135.904,14.9,Clay loam
45.37,-75.72,maize,2010,Yes,Yes,10528.0,5,10,588.2,459.659,128.541,16.5,Clay loam
45.37,-75.72,maize,2011,Yes,Yes,10137.0,5,10,458.7,466.789,-8.089,17.01667,Clay loam
45.37,-75.72,maize,2012,Yes,Yes,5909.0,5,10,412.5,490.044,-77.544,17.03333,Clay loam
45.37,-75.72,maize,2013,Yes,Yes,13904.0,5,10,512.9,458.988,53.912,16.05,Clay loam
